Series Description,"Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total securitized consumer credit, not seasonally adjusted level","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned by depository institutions, not seasonally adjusted level","Total consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned and securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by finance companies, not seasonally adjusted level","Total consumer credit securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by credit unions, not seasonally adjusted level","Total consumer credit owned by federal government, not seasonally adjusted level","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Total consumer credit owned by nonfinancial business, not seasonally adjusted level","Total consumer credit securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Revolving securitized consumer credit, not seasonally adjusted level","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by finance companies, not seasonally adjusted level","Revolving consumer credit securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by credit unions, not seasonally adjusted level","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving securitized consumer credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted level","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted level","Nonrevolving consumer credit owned by federal government, not seasonally adjusted level","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total securitized consumer credit, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Revolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted"
1944-07,6.67,,6.67,5498.2,,5498.2,5460,,2058,2058,1764,294,,769,769,,15,,,2618,2618,,,,,,,,,,,,,,,,5460,,2058,2058,1764,294,,769,769,,15,,,2618,2618,,,ND,30.41,,30.41,-70,,4,4,12,-8,,13,13,,0,,,-87,-87,,,,,,,,,,,,,,,,-70,,4,4,12,-8,,13,13,,0,,,-87,-87,,,ND,,,,,,,,,,,,
1944-08,7.8,,7.8,5533.96,,5533.96,5459,,2054,2054,1762,292,,771,771,,15,,,2619,2619,,,,,,,,,,,,,,,,5459,,2054,2054,1762,292,,771,771,,15,,,2619,2619,,,ND,35.75,,35.75,-1,,-4,-4,-2,-2,,2,2,,0,,,1,1,,,,,,,,,,,,,,,,-1,,-4,-4,-2,-2,,2,2,,0,,,1,1,,,ND,,,,,,,,,,,,
1944-09,3.31,,3.31,5549.23,,5549.23,5520,,2031,2031,1751,280,,771,771,,15,,,2703,2703,,,,,,,,,,,,,,,,5520,,2031,2031,1751,280,,771,771,,15,,,2703,2703,,,380,15.27,,15.27,61,,-23,-23,-11,-12,,0,0,,0,,,84,84,,,,,,,,,,,,,,,,61,,-23,-23,-11,-12,,0,0,,0,,,84,84,,,9.33,,,,,,,,,,,,
1944-10,3.61,,3.61,5565.93,,5565.93,5619,,2043,2043,1765,278,,771,771,,15,,,2790,2790,,,,,,,,,,,,,,,,5619,,2043,2043,1765,278,,771,771,,15,,,2790,2790,,,ND,16.71,,16.71,99,,12,12,14,-2,,0,0,,0,,,87,87,,,,,,,,,,,,,,,,99,,12,12,14,-2,,0,0,,0,,,87,87,,,ND,,,,,,,,,,,,
1944-11,0.9,,0.9,5570.1,,5570.1,5707,,2043,2043,1773,270,,774,774,,15,,,2875,2875,,,,,,,,,,,,,,,,5707,,2043,2043,1773,270,,774,774,,15,,,2875,2875,,,ND,4.16,,4.16,88,,0,0,8,-8,,3,3,,0,,,85,85,,,,,,,,,,,,,,,,88,,0,0,8,-8,,3,3,,0,,,85,85,,,ND,,,,,,,,,,,,
1944-12,3.36,,3.36,5585.69,,5585.69,5787,,2052,2052,1790,262,,799,799,,15,,,2921,2921,,,,,,,,,,,,,,,,5787,,2052,2052,1790,262,,799,799,,15,,,2921,2921,,,378,15.59,,15.59,80,,9,9,17,-8,,25,25,,0,,,46,46,,,,,,,,,,,,,,,,80,,9,9,17,-8,,25,25,,0,,,46,46,,,-0.67,,,,,,,,,,,,
1945-01,3.66,,3.66,5602.73,,5602.73,5585,,2046,2046,1788,258,,778,778,,15,,,2746,2746,,,,,,,,,,,,,,,,5585,,2046,2046,1788,258,,778,778,,15,,,2746,2746,,,ND,17.04,,17.04,-202,,-6,-6,-2,-4,,-21,-21,,0,,,-175,-175,,,,,,,,,,,,,,,,-202,,-6,-6,-2,-4,,-21,-21,,0,,,-175,-175,,,ND,,,,,,,,,,,,
1945-02,-6.19,,-6.19,5573.81,,5573.81,5420,,2033,2033,1775,258,,765,765,,14,,,2608,2608,,,,,,,,,,,,,,,,5420,,2033,2033,1775,258,,765,765,,14,,,2608,2608,,,ND,-28.91,,-28.91,-165,,-13,-13,-13,0,,-13,-13,,-1,,,-138,-138,,,,,,,,,,,,,,,,-165,,-13,-13,-13,0,,-13,-13,,-1,,,-138,-138,,,ND,,,,,,,,,,,,
1945-03,20.21,,20.21,5667.69,,5667.69,5550,,2055,2055,1797,258,,776,776,,15,,,2704,2704,,,,,,,,,,,,,,,,5550,,2055,2055,1797,258,,776,776,,15,,,2704,2704,,,365,93.87,,93.87,130,,22,22,22,0,,11,11,,1,,,96,96,,,,,,,,,,,,,,,,130,,22,22,22,0,,11,11,,1,,,96,96,,,-4.33,,,,,,,,,,,,
1945-04,-18.05,,-18.05,5582.45,,5582.45,5531,,2099,2099,1841,258,,775,775,,15,,,2642,2642,,,,,,,,,,,,,,,,5531,,2099,2099,1841,258,,775,775,,15,,,2642,2642,,,ND,-85.24,,-85.24,-19,,44,44,44,0,,-1,-1,,0,,,-62,-62,,,,,,,,,,,,,,,,-19,,44,44,44,0,,-1,-1,,0,,,-62,-62,,,ND,,,,,,,,,,,,
1945-05,4.9,,4.9,5605.25,,5605.25,5641,,2172,2172,1914,258,,781,781,,14,,,2674,2674,,,,,,,,,,,,,,,,5641,,2172,2172,1914,258,,781,781,,14,,,2674,2674,,,ND,22.8,,22.8,110,,73,73,73,0,,6,6,,-1,,,32,32,,,,,,,,,,,,,,,,110,,73,73,73,0,,6,6,,-1,,,32,32,,,ND,,,,,,,,,,,,
1945-06,21.24,,21.24,5704.45,,5704.45,5762,,2259,2259,1997,262,,792,792,,15,,,2696,2696,,,,,,,,,,,,,,,,5762,,2259,2259,1997,262,,792,792,,15,,,2696,2696,,,372,99.21,,99.21,121,,87,87,83,4,,11,11,,1,,,22,22,,,,,,,,,,,,,,,,121,,87,87,83,4,,11,11,,1,,,22,22,,,2.33,,,,,,,,,,,,
1945-07,9.32,,9.32,5748.78,,5748.78,5707,,2277,2277,2023,254,,799,799,,15,,,2616,2616,,,,,,,,,,,,,,,,5707,,2277,2277,2023,254,,799,799,,15,,,2616,2616,,,ND,44.33,,44.33,-55,,18,18,26,-8,,7,7,,0,,,-80,-80,,,,,,,,,,,,,,,,-55,,18,18,26,-8,,7,7,,0,,,-80,-80,,,ND,,,,,,,,,,,,
1945-08,3.81,,3.81,5767.01,,5767.01,5694,,2269,2269,2015,254,,802,802,,15,,,2608,2608,,,,,,,,,,,,,,,,5694,,2269,2269,2015,254,,802,802,,15,,,2608,2608,,,ND,18.23,,18.23,-13,,-8,-8,-8,0,,3,3,,0,,,-8,-8,,,,,,,,,,,,,,,,-13,,-8,-8,-8,0,,3,3,,0,,,-8,-8,,,ND,,,,,,,,,,,,
1945-09,-1.82,,-1.82,5758.27,,5758.27,5730,,2262,2262,2008,254,,805,805,,15,,,2648,2648,,,,,,,,,,,,,,,,5730,,2262,2262,2008,254,,805,805,,15,,,2648,2648,,,389,-8.74,,-8.74,36,,-7,-7,-7,0,,3,3,,0,,,40,40,,,,,,,,,,,,,,,,36,,-7,-7,-7,0,,3,3,,0,,,40,40,,,5.67,,,,,,,,,,,,
1945-10,36.21,,36.21,5932.02,,5932.02,5985,,2307,2307,2049,258,,826,826,,15,,,2837,2837,,,,,,,,,,,,,,,,5985,,2307,2307,2049,258,,826,826,,15,,,2837,2837,,,ND,173.75,,173.75,255,,45,45,41,4,,21,21,,0,,,189,189,,,,,,,,,,,,,,,,255,,45,45,41,4,,21,21,,0,,,189,189,,,ND,,,,,,,,,,,,
1945-11,33.08,,33.08,6095.55,,6095.55,6234,,2392,2392,2130,262,,855,855,,15,,,2972,2972,,,,,,,,,,,,,,,,6234,,2392,2392,2130,262,,855,855,,15,,,2972,2972,,,ND,163.53,,163.53,249,,85,85,81,4,,29,29,,0,,,135,135,,,,,,,,,,,,,,,,249,,85,85,81,4,,29,29,,0,,,135,135,,,ND,,,,,,,,,,,,
1945-12,92.82,,92.82,6567.05,,6567.05,6800,,2501,2501,2237,264,,910,910,,16,,,3373,3373,,,,,,,,,,,,,,,,6800,,2501,2501,2237,264,,910,910,,16,,,3373,3373,,,443,471.5,,471.5,566,,109,109,107,2,,55,55,,1,,,401,401,,,,,,,,,,,,,,,,566,,109,109,107,2,,55,55,,1,,,401,401,,,18,,,,,,,,,,,,
1946-01,-11.43,,-11.43,6504.51,,6504.51,6493,,2616,2616,2336,280,,919,919,,16,,,2942,2942,,,,,,,,,,,,,,,,6493,,2616,2616,2336,280,,919,919,,16,,,2942,2942,,,ND,-62.53,,-62.53,-307,,115,115,99,16,,9,9,,0,,,-431,-431,,,,,,,,,,,,,,,,-307,,115,115,99,16,,9,9,,0,,,-431,-431,,,ND,,,,,,,,,,,,
1946-02,48.23,,48.23,6765.95,,6765.95,6587,,2718,2718,2430,288,,939,939,,17,,,2913,2913,,,,,,,,,,,,,,,,6587,,2718,2718,2430,288,,939,939,,17,,,2913,2913,,,ND,261.44,,261.44,94,,102,102,94,8,,20,20,,1,,,-29,-29,,,,,,,,,,,,,,,,94,,102,102,94,8,,20,20,,1,,,-29,-29,,,ND,,,,,,,,,,,,
1946-03,42.48,,42.48,7005.45,,7005.45,6862,,2857,2857,2555,302,,969,969,,18,,,3018,3018,,,,,,,,,,,,,,,,6862,,2857,2857,2555,302,,969,969,,18,,,3018,3018,,,512,239.5,,239.5,275,,139,139,125,14,,30,30,,1,,,105,105,,,,,,,,,,,,,,,,275,,139,139,125,14,,30,30,,1,,,105,105,,,23,,,,,,,,,,,,
1946-04,56.15,,56.15,7333.22,,7333.22,7265,,3001,3001,2689,312,,1025,1025,,19,,,3220,3220,,,,,,,,,,,,,,,,7265,,3001,3001,2689,312,,1025,1025,,19,,,3220,3220,,,ND,327.77,,327.77,403,,144,144,134,10,,56,56,,1,,,202,202,,,,,,,,,,,,,,,,403,,144,144,134,10,,56,56,,1,,,202,202,,,ND,,,,,,,,,,,,
1946-05,32.59,,32.59,7532.37,,7532.37,7578,,3141,3141,2813,328,,1069,1069,,20,,,3348,3348,,,,,,,,,,,,,,,,7578,,3141,3141,2813,328,,1069,1069,,20,,,3348,3348,,,ND,199.15,,199.15,313,,140,140,124,16,,44,44,,1,,,128,128,,,,,,,,,,,,,,,,313,,140,140,124,16,,44,44,,1,,,128,128,,,ND,,,,,,,,,,,,
1946-06,27.06,,27.06,7702.21,,7702.21,7769,,3258,3258,2918,340,,1110,1110,,22,,,3379,3379,,,,,,,,,,,,,,,,7769,,3258,3258,2918,340,,1110,1110,,22,,,3379,3379,,,649,169.84,,169.84,191,,117,117,105,12,,41,41,,2,,,31,31,,,,,,,,,,,,,,,,191,,117,117,105,12,,41,41,,2,,,31,31,,,45.67,,,,,,,,,,,,
1946-07,36.06,,36.06,7933.64,,7933.64,7875,,3389,3389,3035,354,,1157,1157,,22,,,3307,3307,,,,,,,,,,,,,,,,7875,,3389,3389,3035,354,,1157,1157,,22,,,3307,3307,,,ND,231.43,,231.43,106,,131,131,117,14,,47,47,,0,,,-72,-72,,,,,,,,,,,,,,,,106,,131,131,117,14,,47,47,,0,,,-72,-72,,,ND,,,,,,,,,,,,
1946-08,62.24,,62.24,8345.16,,8345.16,8249,,3554,3554,3182,372,,1211,1211,,23,,,3461,3461,,,,,,,,,,,,,,,,8249,,3554,3554,3182,372,,1211,1211,,23,,,3461,3461,,,ND,411.52,,411.52,374,,165,165,147,18,,54,54,,1,,,154,154,,,,,,,,,,,,,,,,374,,165,165,147,18,,54,54,,1,,,154,154,,,ND,,,,,,,,,,,,
1946-09,36.59,,36.59,8599.6,,8599.6,8568,,3701,3701,3317,384,,1263,1263,,24,,,3580,3580,,,,,,,,,,,,,,,,8568,,3701,3701,3317,384,,1263,1263,,24,,,3580,3580,,,789,254.44,,254.44,319,,147,147,135,12,,52,52,,1,,,119,119,,,,,,,,,,,,,,,,319,,147,147,135,12,,52,52,,1,,,119,119,,,46.67,,,,,,,,,,,,
1946-10,41.24,,41.24,8895.14,,8895.14,8974,,3870,3870,3474,396,,1323,1323,,26,,,3755,3755,,,,,,,,,,,,,,,,8974,,3870,3870,3474,396,,1323,1323,,26,,,3755,3755,,,ND,295.54,,295.54,406,,169,169,157,12,,60,60,,2,,,175,175,,,,,,,,,,,,,,,,406,,169,169,157,12,,60,60,,2,,,175,175,,,ND,,,,,,,,,,,,
1946-11,43.59,,43.59,9218.28,,9218.28,9411,,4056,4056,3642,414,,1390,1390,,27,,,3938,3938,,,,,,,,,,,,,,,,9411,,4056,4056,3642,414,,1390,1390,,27,,,3938,3938,,,ND,323.14,,323.14,437,,186,186,168,18,,67,67,,1,,,183,183,,,,,,,,,,,,,,,,437,,186,186,168,18,,67,67,,1,,,183,183,,,ND,,,,,,,,,,,,
1946-12,29.43,,29.43,9444.39,,9444.39,9777,,4264,4264,3844,420,,1494,1494,,29,,,3990,3990,,,,,,,,,,,,,,,,9777,,4264,4264,3844,420,,1494,1494,,29,,,3990,3990,,,968,226.11,,226.11,366,,208,208,202,6,,104,104,,2,,,52,52,,,,,,,,,,,,,,,,366,,208,208,202,6,,104,104,,2,,,52,52,,,59.67,,,,,,,,,,,,
1947-01,41.4,,41.4,9770.2,,9770.2,9766,,4439,4439,4009,430,,1542,1542,,29,,,3756,3756,,,,,,,,,,,,,,,,9766,,4439,4439,4009,430,,1542,1542,,29,,,3756,3756,,,ND,325.81,,325.81,-11,,175,175,165,10,,48,48,,0,,,-234,-234,,,,,,,,,,,,,,,,-11,,175,175,165,10,,48,48,,0,,,-234,-234,,,ND,,,,,,,,,,,,
1947-02,39.16,,39.16,10089,,10089,9835,,4557,4557,4121,436,,1596,1596,,30,,,3652,3652,,,,,,,,,,,,,,,,9835,,4557,4557,4121,436,,1596,1596,,30,,,3652,3652,,,ND,318.8,,318.8,69,,118,118,112,6,,54,54,,1,,,-104,-104,,,,,,,,,,,,,,,,69,,118,118,112,6,,54,54,,1,,,-104,-104,,,ND,,,,,,,,,,,,
1947-03,30.55,,30.55,10345.85,,10345.85,10128,,4693,4693,4249,444,,1670,1670,,32,,,3733,3733,,,,,,,,,,,,,,,,10128,,4693,4693,4249,444,,1670,1670,,32,,,3733,3733,,,1207,256.85,,256.85,293,,136,136,128,8,,74,74,,2,,,81,81,,,,,,,,,,,,,,,,293,,136,136,128,8,,74,74,,2,,,81,81,,,79.67,,,,,,,,,,,,
1947-04,34.81,,34.81,10645.94,,10645.94,10537,,4834,4834,4380,454,,1757,1757,,34,,,3912,3912,,,,,,,,,,,,,,,,10537,,4834,4834,4380,454,,1757,1757,,34,,,3912,3912,,,ND,300.09,,300.09,409,,141,141,131,10,,87,87,,2,,,179,179,,,,,,,,,,,,,,,,409,,141,141,131,10,,87,87,,2,,,179,179,,,ND,,,,,,,,,,,,
1947-05,31.6,,31.6,10926.31,,10926.31,10978,,4997,4997,4533,464,,1832,1832,,36,,,4113,4113,,,,,,,,,,,,,,,,10978,,4997,4997,4533,464,,1832,1832,,36,,,4113,4113,,,ND,280.37,,280.37,441,,163,163,153,10,,75,75,,2,,,201,201,,,,,,,,,,,,,,,,441,,163,163,153,10,,75,75,,2,,,201,201,,,ND,,,,,,,,,,,,
1947-06,22.99,,22.99,11135.65,,11135.65,11209,,5157,5157,4689,468,,1903,1903,,39,,,4110,4110,,,,,,,,,,,,,,,,11209,,5157,5157,4689,468,,1903,1903,,39,,,4110,4110,,,1478,209.33,,209.33,231,,160,160,156,4,,71,71,,3,,,-3,-3,,,,,,,,,,,,,,,,231,,160,160,156,4,,71,71,,3,,,-3,-3,,,90.33,,,,,,,,,,,,
1947-07,24.62,,24.62,11364.12,,11364.12,11281,,5272,5272,4814,458,,1971,1971,,42,,,3996,3996,,,,,,,,,,,,,,,,11281,,5272,5272,4814,458,,1971,1971,,42,,,3996,3996,,,ND,228.47,,228.47,72,,115,115,125,-10,,68,68,,3,,,-114,-114,,,,,,,,,,,,,,,,72,,115,115,125,-10,,68,68,,3,,,-114,-114,,,ND,,,,,,,,,,,,
1947-08,23.1,,23.1,11582.88,,11582.88,11477,,5404,5404,4928,476,,2032,2032,,43,,,3998,3998,,,,,,,,,,,,,,,,11477,,5404,5404,4928,476,,2032,2032,,43,,,3998,3998,,,ND,218.77,,218.77,196,,132,132,114,18,,61,61,,1,,,2,2,,,,,,,,,,,,,,,,196,,132,132,114,18,,61,61,,1,,,2,2,,,ND,,,,,,,,,,,,
1947-09,28.74,,28.74,11860.3,,11860.3,11846,,5527,5527,5025,502,,2072,2072,,44,,,4203,4203,,,,,,,,,,,,,,,,11846,,5527,5527,5025,502,,2072,2072,,44,,,4203,4203,,,1663,277.41,,277.41,369,,123,123,97,26,,40,40,,1,,,205,205,,,,,,,,,,,,,,,,369,,123,123,97,26,,40,40,,1,,,205,205,,,61.67,,,,,,,,,,,,
1947-10,34.89,,34.89,12205.13,,12205.13,12324,,5686,5686,5148,538,,2141,2141,,46,,,4451,4451,,,,,,,,,,,,,,,,12324,,5686,5686,5148,538,,2141,2141,,46,,,4451,4451,,,ND,344.83,,344.83,478,,159,159,123,36,,69,69,,2,,,248,248,,,,,,,,,,,,,,,,478,,159,159,123,36,,69,69,,2,,,248,248,,,ND,,,,,,,,,,,,
1947-11,32.42,,32.42,12534.87,,12534.87,12775,,5829,5829,5275,554,,2236,2236,,47,,,4663,4663,,,,,,,,,,,,,,,,12775,,5829,5829,5275,554,,2236,2236,,47,,,4663,4663,,,ND,329.74,,329.74,451,,143,143,127,16,,95,95,,1,,,212,212,,,,,,,,,,,,,,,,451,,143,143,127,16,,95,95,,1,,,212,212,,,ND,,,,,,,,,,,,
1947-12,30.71,,30.71,12855.62,,12855.62,13298,,5989,5989,5425,564,,2359,2359,,50,,,4900,4900,,,,,,,,,,,,,,,,13298,,5989,5989,5425,564,,2359,2359,,50,,,4900,4900,,,1897,320.75,,320.75,523,,160,160,150,10,,123,123,,3,,,237,237,,,,,,,,,,,,,,,,523,,160,160,150,10,,123,123,,3,,,237,237,,,78,,,,,,,,,,,,
1948-01,34.82,,34.82,13228.61,,13228.61,13236,,6101,6101,5555,546,,2435,2435,,51,,,4649,4649,,,,,,,,,,,,,,,,13236,,6101,6101,5555,546,,2435,2435,,51,,,4649,4649,,,ND,373,,373,-62,,112,112,130,-18,,76,76,,1,,,-251,-251,,,,,,,,,,,,,,,,-62,,112,112,130,-18,,76,76,,1,,,-251,-251,,,ND,,,,,,,,,,,,
1948-02,26.82,,26.82,13524.28,,13524.28,13208,,6195,6195,5627,568,,2491,2491,,53,,,4469,4469,,,,,,,,,,,,,,,,13208,,6195,6195,5627,568,,2491,2491,,53,,,4469,4469,,,ND,295.66,,295.66,-28,,94,94,72,22,,56,56,,2,,,-180,-180,,,,,,,,,,,,,,,,-28,,94,94,72,22,,56,56,,2,,,-180,-180,,,ND,,,,,,,,,,,,
1948-03,35.22,,35.22,13921.24,,13921.24,13613,,6370,6370,5768,602,,2606,2606,,56,,,4581,4581,,,,,,,,,,,,,,,,13613,,6370,6370,5768,602,,2606,2606,,56,,,4581,4581,,,2210,396.96,,396.96,405,,175,175,141,34,,115,115,,3,,,112,112,,,,,,,,,,,,,,,,405,,175,175,141,34,,115,115,,3,,,112,112,,,104.33,,,,,,,,,,,,
1948-04,29.55,,29.55,14264.07,,14264.07,14092,,6525,6525,5927,598,,2719,2719,,60,,,4788,4788,,,,,,,,,,,,,,,,14092,,6525,6525,5927,598,,2719,2719,,60,,,4788,4788,,,ND,342.83,,342.83,479,,155,155,159,-4,,113,113,,4,,,207,207,,,,,,,,,,,,,,,,479,,155,155,159,-4,,113,113,,4,,,207,207,,,ND,,,,,,,,,,,,
1948-05,19.87,,19.87,14500.28,,14500.28,14535,,6695,6695,6043,652,,2805,2805,,62,,,4973,4973,,,,,,,,,,,,,,,,14535,,6695,6695,6043,652,,2805,2805,,62,,,4973,4973,,,ND,236.21,,236.21,443,,170,170,116,54,,86,86,,2,,,185,185,,,,,,,,,,,,,,,,443,,170,170,116,54,,86,86,,2,,,185,185,,,ND,,,,,,,,,,,,
1948-06,22.76,,22.76,14775.27,,14775.27,14847,,6820,6820,6170,650,,2862,2862,,66,,,5099,5099,,,,,,,,,,,,,,,,14847,,6820,6820,6170,650,,2862,2862,,66,,,5099,5099,,,2533,274.99,,274.99,312,,125,125,127,-2,,57,57,,4,,,126,126,,,,,,,,,,,,,,,,312,,125,125,127,-2,,57,57,,4,,,126,126,,,107.67,,,,,,,,,,,,
